"ID","Title","Content","Acceptance Criteria","Review Requirements","State","Labels"
"50","[#050] 清理 analyzer：lib/features/settings/pages/settings_page.dart（22 条）","目标文件：lib/features/settings/pages/settings_page.dart；动态排名 #050；共 22 条 issue（W6/I16/E0）。主簇：deprecated_member_use×14、unused_element_parameter×3、unnecessary_import×1、unreachable_switch_default×1、unused_import×1。修复顺序：先行为/正确性风险（unreachable_switch_default×1），再 API 漂移（deprecated_member_use×14），最后样式卫生（unused_element_parameter×3、unnecessary_import×1、unused_import×1）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","已完成","已完成"
"51","[#051] 清理 analyzer：lib/desktop/user_profile_dialog.dart（22 条）","目标文件：lib/desktop/user_profile_dialog.dart；动态排名 #051；共 22 条 issue（W1/I21/E0）。主簇：deprecated_member_use×10、use_build_context_synchronously×6、prefer_interpolation_to_compose_strings×2、curly_braces_in_flow_control_structures×1、depend_on_referenced_packages×1。修复顺序：先行为/正确性风险（use_build_context_synchronously×6），再 API 漂移（deprecated_member_use×10），最后样式卫生（prefer_interpolation_to_compose_strings×2、curly_braces_in_flow_control_structures×1、depend_on_referenced_packages×1）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 该任务属于桌面层，纳入“每 5 个 desktop 文件一次 flutter build macos --debug、最终再执行一次”的批次护栏。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","已完成","已完成"
"52","[#052] 清理 analyzer：lib/desktop/model_fetch_dialog.dart（22 条）","目标文件：lib/desktop/model_fetch_dialog.dart；动态排名 #052；共 22 条 issue（W0/I22/E0）。主簇：deprecated_member_use×16、unnecessary_import×3、curly_braces_in_flow_control_structures×2、depend_on_referenced_packages×1。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（deprecated_member_use×16），最后样式卫生（unnecessary_import×3、curly_braces_in_flow_control_structures×2、depend_on_referenced_packages×1）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 该任务属于桌面层，纳入“每 5 个 desktop 文件一次 flutter build macos --debug、最终再执行一次”的批次护栏。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","已完成","已完成"
"53","[#053] 清理 analyzer：lib/desktop/add_provider_dialog.dart（21 条）","目标文件：lib/desktop/add_provider_dialog.dart；动态排名 #053；共 21 条 issue（W3/I18/E0）。主簇：deprecated_member_use×14、unused_local_variable×3、curly_braces_in_flow_control_structures×2、use_build_context_synchronously×2。修复顺序：先行为/正确性风险（use_build_context_synchronously×2），再 API 漂移（deprecated_member_use×14），最后样式卫生（unused_local_variable×3、curly_braces_in_flow_control_structures×2）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 该任务属于桌面层，纳入“每 5 个 desktop 文件一次 flutter build macos --debug、最终再执行一次”的批次护栏。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","已完成","已完成"
"54","[#054] 清理 analyzer：lib/features/home/pages/home_desktop_layout.dart（20 条）","目标文件：lib/features/home/pages/home_desktop_layout.dart；动态排名 #054；共 20 条 issue（W3/I17/E0）。主簇：deprecated_member_use×17、unnecessary_non_null_assertion×2、unused_element_parameter×1。修复顺序：先行为/正确性风险（unnecessary_non_null_assertion×2），再 API 漂移（deprecated_member_use×17），最后样式卫生（unused_element_parameter×1）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","已完成","已完成"
"55","[#055] 清理 analyzer：lib/features/settings/pages/network_proxy_page.dart（20 条）","目标文件：lib/features/settings/pages/network_proxy_page.dart；动态排名 #055；共 20 条 issue（W3/I17/E0）。主簇：deprecated_member_use×17、unused_element×1、unused_import×1、unused_local_variable×1。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（deprecated_member_use×17），最后样式卫生（unused_element×1、unused_import×1、unused_local_variable×1）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","已完成","已完成"
"56","[#056] 清理 analyzer：lib/shared/widgets/model_tag_wrap.dart（20 条）","目标文件：lib/shared/widgets/model_tag_wrap.dart；动态排名 #056；共 20 条 issue（W0/I20/E0）。主簇：deprecated_member_use×20。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（deprecated_member_use×20），最后样式卫生（按全文件扫描确认）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","已完成","已完成"
"57","[#057] 清理 analyzer：lib/features/provider/widgets/add_provider_sheet.dart（19 条）","目标文件：lib/features/provider/widgets/add_provider_sheet.dart；动态排名 #057；共 19 条 issue（W1/I18/E0）。主簇：deprecated_member_use×15、use_build_context_synchronously×2、curly_braces_in_flow_control_structures×1、unused_element×1。修复顺序：先行为/正确性风险（use_build_context_synchronously×2），再 API 漂移（deprecated_member_use×15），最后样式卫生（curly_braces_in_flow_control_structures×1、unused_element×1）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","已完成","已完成"
"58","[#058] 清理 analyzer：lib/features/settings/pages/about_page.dart（18 条）","目标文件：lib/features/settings/pages/about_page.dart；动态排名 #058；共 18 条 issue（W3/I15/E0）。主簇：deprecated_member_use×11、curly_braces_in_flow_control_structures×3、unused_element_parameter×3、library_prefixes×1。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（deprecated_member_use×11），最后样式卫生（curly_braces_in_flow_control_structures×3、unused_element_parameter×3、library_prefixes×1）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","已完成","已完成"
"59","[#059] 清理 analyzer：lib/desktop/setting/quick_phrases_pane.dart（18 条）","目标文件：lib/desktop/setting/quick_phrases_pane.dart；动态排名 #059；共 18 条 issue（W0/I18/E0）。主簇：deprecated_member_use×17、use_build_context_synchronously×1。修复顺序：先行为/正确性风险（use_build_context_synchronously×1），再 API 漂移（deprecated_member_use×17），最后样式卫生（按全文件扫描确认）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 该任务属于桌面层，纳入“每 5 个 desktop 文件一次 flutter build macos --debug、最终再执行一次”的批次护栏。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","已完成","已完成"
"60","[#060] 清理 analyzer：lib/core/services/backup/data_sync.dart（17 条）","目标文件：lib/core/services/backup/data_sync.dart；动态排名 #060；共 17 条 issue（W6/I11/E0）。主簇：curly_braces_in_flow_control_structures×8、unnecessary_cast×6、prefer_interpolation_to_compose_strings×2、unnecessary_import×1。修复顺序：先行为/正确性风险（unnecessary_cast×6），再 API 漂移（按全文件扫描确认），最后样式卫生（curly_braces_in_flow_control_structures×8、prefer_interpolation_to_compose_strings×2、unnecessary_import×1）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","已完成","已完成"
"61","[#061] 清理 analyzer：lib/features/settings/pages/sponsor_page.dart（17 条）","目标文件：lib/features/settings/pages/sponsor_page.dart；动态排名 #061；共 17 条 issue（W4/I13/E0）。主簇：deprecated_member_use×12、unused_element_parameter×3、curly_braces_in_flow_control_structures×1、unused_element×1。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（deprecated_member_use×12），最后样式卫生（unused_element_parameter×3、curly_braces_in_flow_control_structures×1、unused_element×1）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","已完成","已完成"
"62","[#062] 清理 analyzer：lib/features/settings/pages/theme_settings_page.dart（16 条）","目标文件：lib/features/settings/pages/theme_settings_page.dart；动态排名 #062；共 16 条 issue（W6/I10/E0）。主簇：deprecated_member_use×9、unused_element_parameter×4、duplicate_import×2、curly_braces_in_flow_control_structures×1。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（deprecated_member_use×9），最后样式卫生（unused_element_parameter×4、duplicate_import×2、curly_braces_in_flow_control_structures×1）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","已完成","已完成"
"63","[#063] 清理 analyzer：lib/features/home/pages/home_mobile_layout.dart（16 条）","目标文件：lib/features/home/pages/home_mobile_layout.dart；动态排名 #063；共 16 条 issue（W3/I13/E0）。主簇：deprecated_member_use×13、unused_import×2、unused_element_parameter×1。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（deprecated_member_use×13），最后样式卫生（unused_import×2、unused_element_parameter×1）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","已完成","已完成"
"64","[#064] 清理 analyzer：lib/features/chat/pages/chat_history_page.dart（16 条）","目标文件：lib/features/chat/pages/chat_history_page.dart；动态排名 #064；共 16 条 issue（W1/I15/E0）。主簇：deprecated_member_use×12、use_build_context_synchronously×3、unused_local_variable×1。修复顺序：先行为/正确性风险（use_build_context_synchronously×3），再 API 漂移（deprecated_member_use×12），最后样式卫生（unused_local_variable×1）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","已完成","已完成"
"65","[#065] 清理 analyzer：lib/features/home/widgets/mini_map_sheet.dart（16 条）","目标文件：lib/features/home/widgets/mini_map_sheet.dart；动态排名 #065；共 16 条 issue（W1/I15/E0）。主簇：deprecated_member_use×15、unused_element×1。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（deprecated_member_use×15），最后样式卫生（unused_element×1）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","已完成","已完成"
"66","[#066] 清理 analyzer：lib/desktop/chat_history_dialog.dart（16 条）","目标文件：lib/desktop/chat_history_dialog.dart；动态排名 #066；共 16 条 issue（W0/I16/E0）。主簇：deprecated_member_use×14、use_build_context_synchronously×2。修复顺序：先行为/正确性风险（use_build_context_synchronously×2），再 API 漂移（deprecated_member_use×14），最后样式卫生（按全文件扫描确认）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 该任务属于桌面层，纳入“每 5 个 desktop 文件一次 flutter build macos --debug、最终再执行一次”的批次护栏。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","已完成","已完成"
"67","[#067] 清理 analyzer：lib/shared/widgets/mermaid_bridge_stub.dart（16 条）","目标文件：lib/shared/widgets/mermaid_bridge_stub.dart；动态排名 #067；共 16 条 issue（W0/I16/E0）。主簇：unnecessary_brace_in_string_interps×12、prefer_interpolation_to_compose_strings×2、use_super_parameters×2。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（按全文件扫描确认），最后样式卫生（unnecessary_brace_in_string_interps×12、prefer_interpolation_to_compose_strings×2、use_super_parameters×2）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","已完成","已完成"
"68","[#068] 清理 analyzer：lib/desktop/desktop_settings_page.dart（14 条）","目标文件：lib/desktop/desktop_settings_page.dart；动态排名 #068；共 14 条 issue（W6/I8/E0）。主簇：deprecated_member_use×5、unused_import×3、unnecessary_import×2、depend_on_referenced_packages×1、unreachable_switch_default×1。修复顺序：先行为/正确性风险（unreachable_switch_default×1），再 API 漂移（deprecated_member_use×5），最后样式卫生（unused_import×3、unnecessary_import×2、depend_on_referenced_packages×1）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 该任务属于桌面层，纳入“每 5 个 desktop 文件一次 flutter build macos --debug、最终再执行一次”的批次护栏。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","已完成","已完成"
"69","[#069] 清理 analyzer：lib/features/assistant/widgets/tags_manager_dialog.dart（14 条）","目标文件：lib/features/assistant/widgets/tags_manager_dialog.dart；动态排名 #069；共 14 条 issue（W2/I12/E0）。主簇：deprecated_member_use×8、use_build_context_synchronously×3、unused_local_variable×2、curly_braces_in_flow_control_structures×1。修复顺序：先行为/正确性风险（use_build_context_synchronously×3），再 API 漂移（deprecated_member_use×8），最后样式卫生（unused_local_variable×2、curly_braces_in_flow_control_structures×1）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","已完成","已完成"
"70","[#070] 清理 analyzer：lib/core/services/backup/cherry_importer.dart（13 条）","目标文件：lib/core/services/backup/cherry_importer.dart；动态排名 #070；共 13 条 issue（W2/I11/E0）。主簇：curly_braces_in_flow_control_structures×5、prefer_interpolation_to_compose_strings×4、unused_local_variable×2、no_leading_underscores_for_local_identifiers×1、unnecessary_brace_in_string_interps×1。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（按全文件扫描确认），最后样式卫生（curly_braces_in_flow_control_structures×5、prefer_interpolation_to_compose_strings×4、unused_local_variable×2、no_leading_underscores_for_local_identifiers×1、unnecessary_brace_in_string_interps×1）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","已完成","已完成"
"71","[#071] 清理 analyzer：lib/utils/sandbox_path_resolver.dart（13 条）","目标文件：lib/utils/sandbox_path_resolver.dart；动态排名 #071；共 13 条 issue（W2/I11/E0）。主簇：curly_braces_in_flow_control_structures×11、unused_shown_name×2。修复顺序：先行为/正确性风险（按全文件扫描确认），再 API 漂移（按全文件扫描确认），最后样式卫生（curly_braces_in_flow_control_structures×11、unused_shown_name×2）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 若伴随修改触达 lib/desktop/**，同样纳入桌面护栏；否则不额外触发桌面构建门禁。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","已完成","已完成"
"72","[#072] 清理 analyzer：lib/desktop/mini_map_popover.dart（13 条）","目标文件：lib/desktop/mini_map_popover.dart；动态排名 #072；共 13 条 issue（W1/I12/E0）。主簇：deprecated_member_use×10、curly_braces_in_flow_control_structures×2、unnecessary_null_comparison×1。修复顺序：先行为/正确性风险（unnecessary_null_comparison×1），再 API 漂移（deprecated_member_use×10），最后样式卫生（curly_braces_in_flow_control_structures×2）。边界：主落点限该文件；伴随修改最多 1~2 个直接依赖共享文件；若需改共享接口、持久化、l10n、桌面入口或 path dependency 公共面，立即升级为跨边界问题。","1. 该文件及最小伴随文件的局部 analyze 清零。 2. 已改文件完成 dart format，且格式化后无新增诊断。 3. 整仓 flutter analyze 总数下降，且该文件退出文件级队列。 4. flutter test 保持通过。 5. 该任务属于桌面层，纳入“每 5 个 desktop 文件一次 flutter build macos --debug、最终再执行一次”的批次护栏。","强制 review + rewind：1. 用工具复查该文件全部诊断已清零，无残余。 2. 伴随修改未越过共享接口、持久化、l10n、path dependency 或桌面入口边界。 3. 未引入新诊断、新公共 API、新文案、新 fallback。 4. 若总 issue 不降反升、测试转红或出现新类型簇，立即停在当前文件回查。","已完成","已完成"
